Hight,Accel,time
1.574954,3.199473,21.82152
1.575034,1.877234,21.82958
1.574921,1.140156,21.84105
1.574819,0.1618644,21.85916
1.574729,-0.1509939,21.86634
1.574637,-2.169034,21.87378
1.574572,0.1010838,21.88554
1.574497,0.01223717,21.89741
1.574415,-0.1420927,21.90734
1.57436,0.5274779,21.91858
1.574257,0.2880968,21.92964
1.574247,-0.2585147,21.94048
1.574183,0.5481665,21.95149
1.574314,-0.04230611,21.96263
1.574273,1.814233,21.9743
1.574268,-0.2688303,21.98485
1.574398,0.4929629,21.99604
1.574479,0.02138828,22.01543
1.574719,1.54326,22.02251
1.574839,1.845935,22.02946
1.57494,0.4182114,22.04039
1.575032,0.6569518,22.05165
1.574655,-0.3600764,22.06284
1.574827,-4.519944,22.07399
1.574875,0.0687618,22.08478
1.574915,-0.3527359,22.09631
1.575006,3.435985,22.10714
1.575026,-0.6385122,22.11877
1.575045,-0.2188028,22.12997
1.575067,-0.1865671,22.14159
1.575091,-0.5154881,22.15317
1.575075,0.01491369,22.17227
1.575086,-0.3930092,22.17998
1.575109,-0.1824224,22.18745
1.575148,0.08714178,22.19835
1.575207,0.5878299,22.20971
1.575258,0.4235424,22.22106
1.575255,0.1295601,22.23209
1.575241,-0.5089747,22.24296
1.575279,-0.5727454,22.25446
1.575363,-0.0914523,22.26543
1.575469,0.6919513,22.2763
1.575615,0.9607418,22.28762
1.575768,0.886809,22.29885
1.575894,0.5685551,22.30982
1.576014,0.08650021,22.32825
1.57614,-0.373577,22.33494
1.576292,-0.8138168,22.34312
1.57649,1.055611,22.35401
1.57668,1.156784,22.36543
1.576878,0.9460065,22.37665
1.577072,-0.4915357,22.3876
1.577235,-0.6226531,22.39863
1.577266,-0.2269376,22.40992
1.577387,-1.276192,22.42136
1.577527,-0.6230338,22.43182
1.577621,-0.2417153,22.44297
1.577702,0.5555394,22.45422
1.577746,-0.327539,22.46506
1.577747,-0.4351036,22.48412
1.577733,-1.304386,22.49092
1.5777,-1.051466,22.49851
1.57765,-0.7819736,22.50969
1.577592,-0.5935151,22.5211
1.577518,-0.4000971,22.53209
1.577392,-0.149465,22.54304
1.577241,-0.4339886,22.55413
1.577066,-0.7625329,22.56555
1.576909,-0.7986124,22.57716
1.576767,-0.2164011,22.58786
1.576668,0.1396043,22.59979
1.576526,0.6199068,22.61018
1.576391,0.1718796,22.62124
1.576287,-0.04044718,22.64058
1.5761,-0.01913233,22.64672
1.575857,0.1703065,22.65928
1.575609,-3.973268,22.66596
1.575305,-0.9524368,22.67674
1.575074,-3.225215,22.68789
1.574767,1.636191,22.69894
1.574473,-0.6983426,22.71007
1.574227,1.693758,22.72129
1.573959,-0.05877959,22.73264
1.573692,0.3351337,22.74338
1.573551,0.2762384,22.75473
1.573277,0.7872425,22.76604
1.572963,-0.02159648,22.77691
1.572422,-0.2170018,22.79661
1.572422,-1.649507,22.80659
1.571982,0.6942232,22.82532
1.571746,0.08687007,22.83304
1.571614,0.8921584,22.84207
1.571538,-0.5565195,22.85296
1.571548,1.643987,22.86436
1.571772,1.769202,22.87705
1.572131,3.946017,22.88637
1.572812,3.309824,22.89747
1.573701,6.512516,22.90854
1.57445,5.486772,22.91956
1.575522,3.498967,22.93079
1.576846,1.351356,22.94881
1.578419,5.121164,22.95619
1.580216,2.459556,22.96418
1.582126,13.43252,22.97506
1.584272,10.75492,22.98633
1.586476,10.08912,22.99721
1.588802,-4.264482,23.00842
1.591109,-2.230311,23.01981
1.593407,0.7865221,23.03085
1.595895,0.5419739,23.04197
1.598512,1.053906,23.05314
1.601404,2.697986,23.06412
1.604469,5.160491,23.07515
1.607711,4.847667,23.0863
1.611105,3.026178,23.10557
1.614768,5.59148,23.11373
1.618406,-13.99967,23.12011
1.622046,14.86659,23.13033
1.625623,24.07183,23.1414
1.629171,14.56139,23.15238
1.632806,-10.99743,23.16376
1.63653,-21.47049,23.17493
1.640294,-2.072561,23.18592
1.643983,1.506652,23.19686
1.647555,0.4078597,23.20809
1.650991,-0.05772629,23.21911
1.654401,-2.740481,23.23042
1.657734,-2.340791,23.24167
1.661055,-1.711245,23.26026
1.664407,-1.533529,23.26729
1.667721,-17.49121,23.27465
1.670889,15.29881,23.28618
1.673993,12.48862,23.29697
1.677002,8.136453,23.30789
1.679968,-16.68116,23.31942
1.68292,-14.29887,23.33049
1.685868,-1.191391,23.34158
1.68871,-1.115399,23.35279
1.691394,-1.395547,23.36377
1.693686,-1.498858,23.37482
1.69612,-5.279053,23.38576
1.698696,-3.238825,23.39692
1.701131,-0.2124704,23.41554
1.70372,1.355676,23.42267
1.706035,-10.37188,23.4305
1.708313,7.875038,23.44181
1.710245,6.882165,23.45237
1.711765,2.845667,23.46357
1.71315,-16.06613,23.4748
1.714373,-14.65308,23.48622
1.715693,-5.432166,23.49765
1.716822,-2.549135,23.50878
1.717825,-2.151099,23.52034
1.718482,-1.673487,23.53147
1.718963,-5.195484,23.5428
1.719555,-4.845912,23.55425
1.720224,-2.029487,23.57296
1.720949,0.2092701,23.58067
1.721868,-0.6105738,23.58802
1.722738,6.89104,23.59774
1.723325,5.234567,23.60917
1.723505,1.924643,23.62045
1.723477,-9.405132,23.63146
1.723166,-10.97803,23.64245
1.722516,-7.581293,23.65417
1.721831,-6.957468,23.66492
1.721239,-5.076813,23.67595
1.720434,-2.390432,23.68719
1.71953,-1.314585,23.69772
1.718305,-1.892194,23.70932
1.717374,-3.233663,23.72823
1.716641,-1.133384,23.73468
1.716122,5.560128,23.74218
1.715703,3.156312,23.75348
1.715174,2.201648,23.76455
1.71448,-0.7313938,23.77552
1.714011,1.592715,23.78675
1.713735,1.16471,23.79803
1.713054,2.002852,23.80911
1.71287,0.2118602,23.82027
1.7127,1.968511,23.83357
1.712098,1.051104,23.84241
1.711597,1.366403,23.85342
1.711026,-3.610493,23.8645
1.710551,-1.925331,23.8835
1.709571,0.3620916,23.89005
1.708338,0.6395927,23.89785
1.706396,-12.39333,23.90885
1.703945,-18.58925,23.91993
1.701327,-15.04412,23.93131
1.698486,-4.26462,23.9426
1.694394,-0.06950788,23.95409
1.690925,-12.67873,23.96511
1.687727,-5.877404,23.97627
1.686211,-3.570961,23.98763
1.687503,20.65163,23.9986
1.688969,37.58886,24.00966
1.690674,37.04,24.02111
1.692276,15.34187,24.04
1.693823,3.615196,24.04729
1.695491,-6.55103,24.0552
1.69734,7.378856,24.06538
1.699003,8.489145,24.0764
1.700704,7.270747,24.08762
1.702163,-6.958055,24.09839
1.702717,-9.043692,24.10985
1.703855,-10.08198,24.12095
1.70509,-5.194093,24.13153
1.706488,-1.657525,24.14284
1.707786,7.37805,24.15377
1.708929,1.357345,24.16518
1.710053,-0.6001744,24.17632
1.711896,-1.744835,24.19553
1.711896,-3.994941,24.2035
1.71234,-7.482504,24.21109
1.712918,-4.969098,24.21971
1.713585,-0.6598942,24.22992
1.714489,2.608805,24.24128
1.71511,3.028375,24.25208
1.714942,-1.896438,24.26344
1.713719,-8.374958,24.27455
1.713315,-17.47804,24.28576
1.713068,-8.416399,24.29659
1.713087,-0.5370794,24.30859
1.712649,9.998917,24.31952
1.712618,-0.00241877,24.33056
1.714092,0.9746302,24.35021
1.714092,9.266416,24.35832
1.714523,8.699384,24.36617
1.714651,6.967699,24.3742
1.714954,-5.707162,24.38484
1.715393,0.5460089,24.39594
1.715964,-1.034977,24.40743
1.716657,3.250846,24.41826
1.717594,2.014341,24.42941
1.718448,3.967955,24.44084
1.719553,2.319628,24.45166
1.72028,3.248211,24.46287
1.720974,-1.721425,24.47409
1.721834,-1.254442,24.48577
1.722938,-1.036223,24.50511
1.722938,-2.020569,24.51406
1.723143,-3.784746,24.52318
1.723946,-5.422753,24.53308
1.725215,4.5062,24.54172
1.726027,10.25202,24.55154
1.726701,6.189016,24.56303
1.727543,-1.8393,24.57361
1.7285,-4.775874,24.58509
1.729241,-0.3167587,24.5963
1.72915,-0.3794353,24.60713
1.729307,-7.303723,24.61827
1.72906,-6.980246,24.62916
1.72902,-7.375774,24.6409
1.72885,0.2301096,24.66033
1.72885,-1.116838,24.66831
1.728677,1.099218,24.67741
1.7283,-2.214852,24.68553
1.728308,-4.463136,24.69606
1.728471,1.159149,24.70727
1.728743,3.383628,24.71825
1.729257,5.856499,24.72947
1.729981,4.135549,24.74057
1.731168,4.457782,24.75157
1.732475,7.684687,24.76232
1.733391,6.338265,24.77369
1.734229,1.809981,24.7851
1.735018,-2.90502,24.79655
1.735812,-2.61924,24.81552
1.735812,-5.111598,24.8232
1.736171,-7.189732,24.83148
1.736699,-2.352104,24.84102
1.737596,1.736195,24.85135
1.738749,7.138929,24.86254
1.739852,5.71716,24.87388
1.741032,3.272161,24.88451
1.742067,0.8719597,24.8961
1.743068,-1.240551,24.90755
1.742985,-1.167839,24.91809
1.743575,-10.23446,24.92897
1.744006,-3.672425,24.94023
1.744094,-4.182464,24.9514
1.74449,0.7366105,24.97199
1.74449,-4.297099,24.98046
1.745055,-3.823368,24.98858
1.745724,7.047501,24.99693
1.746301,6.052616,25.00731
1.746931,5.355176,25.01861
1.747362,-0.5495926,25.02955
1.74777,-4.124542,25.0403
1.74799,-2.890761,25.05125
1.747986,-3.507286,25.06272
1.747996,-3.43972,25.07393
1.747907,-3.291045,25.085
1.74782,-2.574194,25.09605
1.747684,-0.6619454,25.10723
1.747394,-0.6758082,25.1268
1.747394,-0.6393009,25.13516
1.74736,0.06980427,25.1435
1.747167,1.051313,25.15136
1.746847,-0.8946027,25.16235
1.74648,-2.89545,25.17391
1.74622,-2.776519,25.18449
1.746128,0.0625432,25.19576
1.74619,2.761373,25.20737
1.746631,3.667607,25.21796
1.747675,5.561237,25.22884
1.748926,9.181508,25.24052
1.75007,9.519567,25.25202
1.750538,5.274031,25.26339
1.750263,-3.150406,25.28175
1.750263,-15.84866,25.28955
1.74988,-13.23265,25.29769
1.749574,-9.944007,25.30672
1.749419,-2.593547,25.31793
1.749251,-0.6472228,25.32944
1.749288,3.121169,25.34037
1.749354,3.265031,25.35288
1.749599,2.340529,25.36277
1.749887,3.249019,25.37342
1.750301,2.331376,25.38453
1.750822,2.938061,25.3957
1.751353,2.416982,25.40698
1.751955,1.654984,25.4181
1.753152,0.6452425,25.44071
1.753661,0.8747074,25.44875
1.753661,-2.422216,25.45745
1.754108,1.376842,25.46455
1.754383,-0.279872,25.47367
1.754455,1.087657,25.48503
1.754492,-5.300741,25.49546
1.754439,-4.148857,25.50707
1.754308,-3.992548,25.51806
1.754083,-1.731755,25.52912
1.753784,-2.161373,25.54011
1.753288,-1.943723,25.55139
1.752615,-3.020124,25.5626
1.75183,-3.540043,25.57364
1.750239,-2.127009,25.59388
1.750239,-3.639514,25.60212
1.749555,2.508925,25.61088
1.749074,-1.647296,25.61876
1.748883,1.820713,25.62984
1.748807,1.292608,25.64027
1.748824,6.82955,25.65142
1.748645,5.30334,25.6621
1.748455,0.7171481,25.67339
1.748376,-0.9655753,25.6847
1.748182,-0.814857,25.69537
1.747979,-0.09000427,25.70712
1.747585,-0.1111306,25.7182
1.747126,-2.478142,25.72889
1.746021,-1.249651,25.7483
1.746021,-3.5072,25.75617
1.745375,0.2657786,25.76457
1.744745,-4.720144,25.77317
1.744042,-2.518157,25.78449
1.743296,-4.577281,25.79549
1.742384,1.420612,25.80677
1.741206,-0.7017285,25.81779
1.739942,-2.015764,25.82909
1.738697,-4.256357,25.84055
1.737591,-2.607505,25.85098
1.736571,0.6943793,25.86219
1.735567,1.485132,25.87371
1.734608,1.911052,25.88446
1.732943,0.6704689,25.90431
1.732943,1.856419,25.91181
1.732152,5.833755,25.92055
1.731329,-2.546346,25.92928
1.730547,-0.9152009,25.94059
1.730252,-4.916397,25.95096
1.730252,7.160252,25.96206
1.731004,8.418466,25.97323
1.732323,14.27471,25.98425
1.734102,12.07149,25.99619
1.736091,15.03025,26.00694
1.737487,9.447394,26.01739
1.738201,0.9101667,26.03038
1.738606,-9.337712,26.04035
1.740384,-7.431132,26.05857
1.740384,-6.126992,26.06749
1.741454,-1.472335,26.07557
1.742447,9.412696,26.08501
1.743317,4.658339,26.09523
1.744115,3.015986,26.10707
1.744789,-3.853953,26.11795
1.745321,-6.139657,26.12868
1.745782,-3.770522,26.14015
1.746208,-3.304006,26.15077
1.746716,-1.768412,26.16203
1.747155,-0.08403501,26.17345
1.747588,-0.3822974,26.18404
1.747906,0.0758781,26.19522
1.748104,-0.961114,26.21386
1.748212,-2.395922,26.22271
1.748156,-4.169888,26.23042
1.747932,-3.798913,26.23996
1.74752,-4.109375,26.25136
1.746993,-4.399875,26.2625
1.746244,-3.685927,26.27333
1.745376,-3.41043,26.28454
1.744511,-3.330397,26.29562
1.743695,-2.836449,26.30653
1.742921,-0.5464467,26.31796
1.742148,0.8604125,26.3286
1.741284,0.8593583,26.33966
1.740186,-0.6887206,26.3508
1.738047,-1.305353,26.37246
1.738047,-4.002399,26.38059
1.737346,3.375379,26.39067
1.736821,1.762709,26.39814
1.736197,5.579948,26.40675
1.735315,-3.21021,26.41807
1.734332,-1.503681,26.4289
1.733213,-3.185315,26.4398
1.731937,-1.800261,26.45077
1.730587,-1.31614,26.46191
1.729131,-3.289768,26.4729
1.72749,-2.424714,26.48418
1.725539,-2.914661,26.49531
1.723119,-4.315066,26.50686
1.716735,-4.140408,26.52783
1.712824,-10.82695,26.5368
1.712824,0.5195655,26.54499
1.707999,-25.20868,26.55365
1.702515,-40.4729,26.56211
1.69613,-42.10746,26.57314
1.688909,-28.16986,26.58448
1.680145,-6.143615,26.59512
1.670656,-12.00072,26.60677
1.659779,-12.86144,26.61739
1.64712,-24.84663,26.62864
1.634055,-35.75668,26.64035
1.619565,-25.05271,26.6511
1.6047,-26.51507,26.66255
1.572927,-9.988486,26.68174
1.572927,-27.8492,26.68992
1.556631,57.16027,26.6971
1.539952,-65.84863,26.70636
1.523485,-84.08008,26.71744
1.506809,-87.24179,26.72836
1.490384,44.66579,26.73928
1.473552,72.56217,26.75054
1.456658,20.94269,26.76193
1.439584,0.3885841,26.77271
1.42245,0.4297583,26.78413
1.405489,-4.509295,26.79478
1.38855,1.203983,26.80704
1.371306,-8.407036,26.81789
1.339024,9.585771,26.83687
1.339024,2.468786,26.84479
1.323039,95.98665,26.85237
1.307318,-64.16476,26.86189
1.291982,-54.98473,26.87293
1.277493,-66.41295,26.88421
1.263371,63.21674,26.89537
1.250088,75.21238,26.90629
1.237261,38.26326,26.9173
1.224578,12.05645,26.92875
1.212428,8.987264,26.93982
1.200708,11.95486,26.95064
1.18929,10.9409,26.96126
1.177912,8.143191,26.97311
1.15542,-0.4981898,26.99246
1.15542,13.42964,27.00037
1.144208,50.76771,27.00975
1.13367,-39.57742,27.01855
1.123572,-18.21545,27.02791
1.114715,-50.03276,27.03928
1.106252,41.70572,27.05062
1.09893,33.56858,27.06188
1.092778,46.27604,27.07274
1.088422,36.51512,27.08367
1.084777,30.51849,27.09493
1.08346,27.91149,27.10612
1.082865,38.79852,27.11718
1.084561,29.91074,27.12882
1.091314,26.11265,27.14745
1.091314,50.07541,27.15557
1.0964,28.47323,27.16382
1.101174,51.66715,27.17298
1.106492,26.20854,27.18402
1.113296,35.76084,27.19517
1.120227,-0.9413212,27.20626
1.127039,3.407038,27.21889
1.134121,3.671438,27.22814
1.141004,-4.732773,27.23992
1.147779,11.51646,27.25057
1.154328,-3.530959,27.26172
1.160695,4.86067,27.2729
1.166739,-15.13351,27.28435
1.17759,-1.747865,27.30415
1.17759,-14.86713,27.31281
1.183049,-39.65775,27.32048
1.187228,11.23353,27.32848
1.191109,5.30874,27.33957
1.194382,19.83411,27.35056
1.197295,-31.19295,27.3613
1.199488,-24.31592,27.37281
1.201417,-24.64807,27.3842
1.202367,-12.1022,27.39475
1.203056,-15.85373,27.40621
1.202982,-12.73055,27.41712
1.20262,-15.72834,27.42819
1.201541,-10.32188,27.43948
1.19733,-8.606922,27.45839
1.19733,-18.2143,27.46627
1.194543,-10.77483,27.47555
1.190736,-32.26041,27.48349
1.18645,-23.22637,27.49469
1.181414,-36.43753,27.50586
1.175506,-8.333581,27.51735
1.169049,-10.36006,27.52884
1.162328,-2.115896,27.53914
1.154722,-12.16598,27.55029
1.146646,-18.48663,27.56159
1.13784,-15.06151,27.57239
1.128842,-17.10185,27.58378
1.11897,-8.489323,27.595
1.096982,-6.632912,27.61642
1.08619,-19.30219,27.62517
1.08619,31.38016,27.63485
1.074671,-39.9385,27.64401
1.06355,-31.65661,27.65165
1.052928,-72.94405,27.66102
1.043473,-12.97207,27.67322
1.035183,17.35543,27.6837
1.028814,49.99731,27.69439
1.024103,69.0239,27.70573
1.020584,50.60745,27.71695
1.020046,33.83287,27.72786
1.022355,47.82949,27.73956
1.027381,60.02995,27.75043
1.042221,36.1166,27.77091
1.042221,88.5676,27.77836
1.053257,21.72624,27.78702
1.065241,138.0585,27.79464
1.080843,68.31393,27.80595
1.096914,148.9594,27.81701
1.114297,-5.395065,27.82823
1.134171,16.5573,27.83946
1.155016,-25.9267,27.85012
1.178389,38.75157,27.86134
1.202051,39.75546,27.877
1.22741,41.8468,27.88506
1.253156,-23.6209,27.89506
1.280342,93.08837,27.90585
1.338493,32.39989,27.92466
1.338493,117.1117,27.93361
1.368797,-174.801,27.94297
1.398855,84.09383,27.95092
1.429461,51.02802,27.96156
1.459901,212.4289,27.97233
1.490754,-46.97856,27.98353
1.521999,-31.74692,27.99442
1.553532,-91.61015,28.00598
1.585227,3.205651,28.01671
1.616845,-10.80478,28.02794
1.647799,13.56435,28.0393
1.677847,-12.29412,28.05063
1.70726,-9.051674,28.06131
1.763189,-17.8465,28.08086
1.763189,-8.541342,28.08914
1.789702,-134.028,28.09848
1.81435,66.57194,28.10756
1.837154,-5.057824,28.11685
1.858679,100.9265,28.12794
1.877248,-74.672,28.13979
1.894154,-92.56403,28.1502
1.909829,-96.3448,28.16147
1.923563,-72.18055,28.17271
1.936574,-42.04171,28.18353
1.94955,-23.89513,28.19483
1.96195,-28.56223,28.20556
1.97354,-10.49045,28.21708
1.99283,-4.227958,28.23557
1.99283,-35.67038,28.24336
1.999996,-73.33243,28.25192
2.005158,-17.83839,28.26084
2.009773,-27.63973,28.27235
2.012402,4.328984,28.28333
2.014404,-62.52575,28.29439
2.01493,-36.82814,28.30581
2.013772,-43.25451,28.31667
2.012699,-29.62478,28.3278
2.009602,-24.34141,28.33935
2.005592,-31.09633,28.34982
2.000013,-21.34687,28.36134
1.99356,-37.89023,28.37279
1.977649,-14.12444,28.39279
1.977649,-32.72258,28.40168
1.968006,12.35432,28.40999
1.957079,-72.55847,28.41722
1.945014,-64.82876,28.42765
1.9323,-104.9603,28.43945
1.917585,-12.57351,28.45008
1.901849,5.876062,28.46145
1.885064,16.95219,28.47256
1.866458,-23.30799,28.48363
1.847323,-39.79918,28.49434
1.827608,-20.83249,28.50632
1.806888,-34.66771,28.5168
1.786027,-4.996352,28.52796
1.743301,-13.90367,28.5468
1.743301,-4.766927,28.55596
1.721629,64.37497,28.56494
1.701533,-42.5822,28.57374
1.686347,-36.31358,28.58352
1.673099,-51.94315,28.59457
1.660855,83.00024,28.60678
1.651449,114.4604,28.61666
1.647594,86.90471,28.62765
1.652313,86.91738,28.63873
1.650952,137.4638,28.64991
1.648358,57.62726,28.66116
1.647982,14.00448,28.67245
1.651165,-41.85664,28.68351
1.6598,21.32716,28.70248
1.6598,69.84752,28.71207
1.664083,25.79041,28.72112
1.670478,17.22697,28.73069
1.678891,30.36908,28.73955
1.687306,66.7393,28.74973
1.695825,42.21704,28.76165
1.703353,12.05152,28.77246
1.710138,-23.49206,28.783
1.716157,-28.32759,28.79437
1.721351,-24.06508,28.80544
1.72517,-15.46845,28.81674
1.728354,-26.25682,28.8275
1.730161,-23.87514,28.8396
1.73133,-16.50377,28.85711
1.731873,-30.70151,28.8652
1.731906,-28.74142,28.87393
1.731436,-18.02307,28.88301
1.730947,-13.45817,28.89419
1.729712,-7.662722,28.90527
1.728616,-10.3643,28.91632
1.72698,-3.966834,28.9277
1.725613,-8.296376,28.93905
1.724458,-0.8715042,28.95009
1.72352,-0.2592819,28.96106
1.722657,5.9204,28.97172
1.721623,3.534901,28.98347
1.719268,0.233175,29.00384
1.718179,-0.9418014,29.02127
1.717248,2.828663,29.02886
1.716472,-1.933948,29.03859
1.715838,-0.08685885,29.04978
1.715483,-0.7431328,29.06054
1.715318,6.952651,29.07265
1.715178,8.510873,29.08287
1.715202,4.588756,29.09454
1.715482,3.09761,29.10553
1.715953,3.368769,29.1172
1.716579,5.184087,29.1277
1.717672,4.764801,29.13846
1.718872,7.184997,29.14961
1.721173,3.138102,29.17148
1.722348,6.341175,29.18032
1.723464,-5.275784,29.19068
1.723464,2.352471,29.19982
1.724464,-0.2086897,29.20966
1.725409,6.463666,29.21897
1.726469,-4.270885,29.22762
1.727858,0.5518726,29.23892
1.729388,4.593386,29.25003
1.730697,3.804169,29.26038
1.731949,0.3491139,29.27177
1.73317,-3.561231,29.28286
1.73425,-2.488816,29.29419
1.735001,-1.765162,29.30579
1.735766,-2.887927,29.32473
1.735766,-8.881378,29.3327
1.736231,-9.35113,29.34117
1.736761,-0.953196,29.3496
1.73723,2.315833,29.36088
1.7376,3.468652,29.3717
1.737701,-2.331305,29.3826
1.737535,-4.641911,29.39408
1.737164,-6.11646,29.40567
1.736647,-6.316442,29.41597
1.735993,-4.613138,29.42767
1.73527,-4.383739,29.43866
1.734511,-2.697982,29.44961
1.733738,-2.186377,29.46078
1.733054,-0.3943803,29.47885
1.732534,0.06078922,29.48827
1.732293,4.965767,29.49638
1.731961,4.94144,29.50549
1.731274,1.938115,29.51594
1.730334,-3.939952,29.52776
1.729311,-6.028967,29.53845
1.728334,-4.309933,29.54902
1.727404,-1.394293,29.56056
1.726362,0.1912056,29.57185
1.725049,-0.3448527,29.58282
1.723509,-2.229918,29.59395
1.721853,-4.893438,29.60471
1.720315,-4.930128,29.61657
1.717253,-1.427693,29.63526
1.717253,1.932744,29.64405
1.715301,8.665938,29.65136
1.713063,-8.815655,29.66034
1.71058,-15.68402,29.67199
1.707806,-17.81443,29.6827
1.704769,-1.398514,29.69413
1.701023,2.114996,29.70485
1.697051,-4.275416,29.71692
1.692402,-12.82981,29.72725
1.687416,-9.262285,29.7382
1.681673,-13.53337,29.74965
1.675568,-14.6304,29.76015
1.668635,-12.66368,29.77187
1.652594,-9.314825,29.79093
1.652594,-15.86016,29.79844
1.6433,9.806058,29.80738
1.632479,-63.95228,29.81641
1.6206,-52.69669,29.82718
1.6085,-79.48351,29.83813
1.595756,10.28131,29.84928
1.583154,4.003119,29.86094
1.570556,17.65332,29.8715
1.557573,3.848598,29.88253
1.544234,-5.826813,29.89373
1.530686,-6.723237,29.90557
1.516467,-12.34086,29.91604
1.502252,2.544919,29.92742
1.473207,-7.541949,29.94714
1.473207,-7.65261,29.95567
1.458604,53.428,29.96435
1.443973,-45.07645,29.97219
1.428911,-39.76624,29.98255
1.413744,-103.242,29.99401
1.398488,22.68028,30.00495
1.383194,32.53804,30.01587
1.368055,48.24248,30.02669
1.353001,6.900244,30.038
1.338104,-5.204999,30.04966
1.323372,7.174589,30.06108
1.308864,11.73994,30.07142
1.29438,10.62342,30.08292
1.265851,-4.523983,30.10139
1.265851,1.498553,30.11058
1.251835,63.66266,30.11849
1.238164,-14.61872,30.12697
1.224806,-43.60498,30.13796
1.211911,-71.24886,30.1493
1.199265,31.09002,30.16058
1.186625,55.77795,30.17158
1.174273,41.14761,30.18262
1.162172,4.811486,30.19326
1.15058,1.509893,30.20583
1.139335,2.556108,30.21807
1.128771,26.41112,30.22669
1.118987,20.03933,30.23833
1.10965,-2.533042,30.25658
1.101241,10.97876,30.26504
1.093917,46.17739,30.27375
1.087719,30.14763,30.28269
1.082211,8.354355,30.2935
1.077949,-13.84679,30.30472
1.07499,41.15926,30.31618
1.072744,40.6646,30.3272
1.071998,38.58802,30.33809
1.072463,28.56673,30.34953
1.073939,27.12915,30.36082
1.076503,27.29348,30.37272
1.079508,28.88946,30.38293
1.083151,19.05626,30.39393
1.087403,12.42248,30.41228
1.092653,17.87936,30.4212
1.098243,4.112181,30.42941
1.104139,28.92287,30.43874
1.110322,32.11904,30.44904
1.116481,34.59152,30.45994
1.122862,-2.507933,30.47134
1.129163,-11.43944,30.48292
1.135634,-10.58418,30.49338
1.142025,-3.392122,30.50489
1.148343,2.271829,30.51634
1.15446,-0.3418665,30.52687
1.160364,-2.122471,30.53848
1.165938,-4.529697,30.54971
1.175889,-3.679407,30.56832
1.175889,-9.881225,30.57624
1.180117,-37.86137,30.58418
1.184025,5.668634,30.59365
1.187401,3.091114,30.6052
1.190268,8.553992,30.61656
1.192648,-27.11795,30.62711
1.194738,-24.89771,30.63845
1.196037,-14.68854,30.64922
1.197114,-12.20529,30.66018
1.197513,-10.14153,30.67097
1.197738,-13.94509,30.68258
1.197324,-8.88093,30.69312
1.196612,-11.4571,30.70497
1.193768,-5.594607,30.72354
1.193768,-14.22213,30.73149
1.19151,-6.424794,30.74062
1.189009,-26.06301,30.74893
1.185877,-16.41694,30.76
1.182501,-25.69518,30.77101
1.17865,-1.832121,30.78247
1.174247,-7.06613,30.7932
1.169654,-0.6128942,30.80439
1.16439,-10.83415,30.81575
1.158896,-10.59807,30.82714
1.153237,-6.691876,30.84199
1.147067,-5.491692,30.85457
1.140589,4.863264,30.86588
1.12675,-1.443904,30.8876
1.119269,-10.96234,30.89582
1.111465,-27.36887,30.90533
1.10329,-39.98342,30.91621
1.094716,-24.11534,30.9275
1.085972,-9.539578,30.93931
1.076772,16.9271,30.94965
1.067043,7.288663,30.96077
1.056785,-12.95435,30.97255
1.046039,-13.47551,30.98352
1.035134,-12.68828,30.99412
1.024448,-4.621769,31.00548
1.014457,-7.729505,31.01664
0.9983591,1.760269,31.03585
0.9983591,23.12889,31.04428
0.9932984,81.47621,31.05207
0.989839,33.91214,31.0603
0.9885629,33.21302,31.07096
0.9899808,19.44022,31.08223
0.9928658,64.94753,31.09352
0.9972663,63.91679,31.10447
1.00421,50.16191,31.11534
1.013785,43.55947,31.12684
1.025048,57.36674,31.13774
1.037526,53.99151,31.14866
1.051476,46.26291,31.1597
1.06858,32.01937,31.17208
1.109208,30.36188,31.19081
1.109208,49.64762,31.19955
1.132751,-16.50097,31.20873
1.157881,161.7532,31.2158
1.18435,108.4796,31.22649
1.127077,238.4674,31.23747
1.168611,-17.22789,31.24898
1.21702,-9.126864,31.25969
1.273284,-101.8218,31.27129
1.335574,38.8727,31.28222
1.397933,6.730863,31.29312
1.457909,36.26716,31.30431
1.516577,5.88802,31.31542
1.573799,25.58961,31.3266
1.664996,6.212564,31.34657
1.700519,21.75146,31.35487
1.749731,-157.8917,31.36273
1.783988,114.4658,31.37206
1.830834,122.3812,31.38186
1.875654,171.0017,31.39287
1.918846,-63.95677,31.40409
1.960554,-112.3226,31.4156
2.000639,-56.86565,31.42647
2.038151,-45.815,31.43738
2.072202,-4.570029,31.44919
2.102678,-19.33696,31.45958
2.130067,-45.87631,31.47097
2.152152,-38.50286,31.48214
2.190154,-41.56072,31.50175
2.18226,-53.85097,31.51103
2.193939,-191.6269,31.51959
2.212801,-15.51868,31.52825
2.224658,28.9917,31.53795
2.234756,111.7792,31.54886
2.241962,-0.09454286,31.55979
2.245377,-63.46224,31.57082
2.245548,-82.19727,31.58188
2.242796,-71.69939,31.59334
2.237366,-58.17413,31.60398
2.229518,-48.02615,31.61521
2.21973,-35.13987,31.62665
2.20815,-30.02279,31.63808
2.197265,-13.23851,31.65662
2.157673,-37.25614,31.6643
2.160527,-43.79684,31.67292
2.140494,-11.29853,31.68192
2.118752,-17.63774,31.69319
2.094303,-6.439858,31.70428
2.067648,-38.39115,31.71564
2.038195,-26.78279,31.72786
