Hight,Accel,time
1.754657,0.5806367,3.192319
1.754657,-3.297323,3.200729
1.754578,-7.292963,3.209423
1.754164,-9.21342,3.217854
1.753677,-10.40053,3.227115
1.753311,-5.977138,3.238829
1.753503,-2.503623,3.250859
1.753535,6.357306,3.260929
1.753327,5.266548,3.272385
1.753233,1.75101,3.283143
1.753289,-2.126018,3.294701
1.753441,0.2392882,3.305358
1.753824,3.029182,3.316538
1.753961,4.040709,3.327467
1.752885,0.3665724,3.346742
1.752885,-7.830974,3.355525
1.752362,-6.251241,3.365174
1.751446,-8.983402,3.373158
1.750134,-3.931658,3.383172
1.748916,-12.7359,3.39416
1.7472,-5.265791,3.405972
1.7441,-5.925908,3.416297
1.741212,-8.934016,3.427284
1.738101,-13.46325,3.439027
1.735326,-10.79867,3.450782
1.732328,2.681585,3.460519
1.728895,2.126199,3.472136
1.725598,-6.131487,3.483469
1.719571,-2.489064,3.502532
1.719571,0.474679,3.510734
1.7162,21.05762,3.519555
1.712782,-15.68479,3.527662
1.709482,-12.33887,3.538712
1.706435,-22.38432,3.549442
1.704555,11.86145,3.560835
1.703837,18.61164,3.572242
1.703663,31.82616,3.583051
1.704231,23.65996,3.594065
1.704678,19.42239,3.605792
1.70504,9.387201,3.61682
1.705609,4.208995,3.62777
1.70588,-0.08435822,3.63921
1.706028,-0.7834624,3.659277
1.705817,-1.687402,3.668575
1.705817,-5.54612,3.678108
1.705413,-5.511848,3.686737
1.704828,-7.097892,3.694846
1.703987,-6.061794,3.70581
1.703013,-7.756835,3.716245
1.702112,-4.100122,3.727594
1.701008,-1.612468,3.739089
1.699684,0.5904815,3.75
1.698236,-2.48749,3.760596
1.696866,-4.017944,3.772142
1.695427,-2.916387,3.783133
1.693981,-0.8224167,3.794501
1.691514,0.06032917,3.812925
1.691514,2.904952,3.820968
1.69037,7.094804,3.828867
1.689339,-1.103939,3.838518
1.688329,-2.224073,3.849519
1.687425,-3.124001,3.86109
1.686321,5.601689,3.871803
1.68531,3.230132,3.882642
1.684076,0.9238954,3.893814
1.682904,-2.776441,3.905184
1.681607,-0.8628006,3.916228
1.680275,-1.774101,3.927339
1.678986,-0.6192193,3.938277
1.677739,-0.9810399,3.949572
1.675581,0.0008010946,3.968173
1.675581,2.539165,3.976378
1.674696,6.957646,3.985086
1.674222,0.6605345,3.994433
1.673776,4.310199,4.004951
1.673594,0.6796715,4.016252
1.673928,8.084023,4.027458
1.674039,6.871646,4.039673
1.674398,6.086098,4.04916
1.674577,4.00043,4.060827
1.674616,-0.8871964,4.072842
1.674541,-0.6671765,4.08282
1.674267,-3.218487,4.093884
1.673785,-3.877923,4.105843
1.672398,-2.516899,4.12447
1.672398,-5.34368,4.133335
1.671602,-1.406626,4.142263
1.670824,-5.725764,4.150349
1.670107,-3.362944,4.160302
1.669442,-3.912125,4.172744
1.668848,2.232757,4.183084
1.668356,3.694266,4.193727
1.667981,3.51369,4.205435
1.667622,2.562116,4.217722
1.667403,1.78451,4.227337
1.667184,2.597934,4.238794
1.667011,1.132513,4.249782
1.666921,1.408345,4.2608
1.666502,0.476357,4.281001
1.666502,1.455319,4.289877
1.66638,-0.02655718,4.297963
1.666122,-0.6310278,4.306899
1.665917,-2.331532,4.316323
1.665703,-0.7057687,4.327061
1.665456,-0.775086,4.338573
1.66538,0.8254421,4.349344
1.665422,1.473277,4.360396
1.665401,2.242175,4.372291
1.665232,2.085251,4.382392
1.664997,-0.6565523,4.393974
1.664848,-2.488022,4.404889
1.664653,-0.9976451,4.415859
1.664332,-0.2020904,4.433902
1.664081,-0.770962,4.441763
1.663802,-0.1273192,4.449447
1.663457,-1.595877,4.460536
1.663027,-1.417911,4.471548
1.662887,-2.258631,4.482581
1.662693,1.952601,4.494287
1.662904,2.554899,4.504964
1.662805,5.097312,4.516117
1.662652,0.3164853,4.526995
1.662189,0.3583527,4.537813
1.661823,-5.436216,4.548966
1.66151,-2.10836,4.560631
1.661353,-1.331058,4.571351
1.661665,1.554977,4.590042
1.661665,4.019544,4.598425
1.661494,5.349246,4.6068
1.661647,-0.7769855,4.615658
1.661729,1.643427,4.626858
1.661819,-0.6547616,4.638355
1.661875,2.617138,4.649226
1.661857,-1.155892,4.660809
1.662079,-0.9706208,4.672065
1.662237,1.037523,4.68277
1.662446,0.7972316,4.694272
1.662716,2.012532,4.704816
1.662949,0.3882536,4.71584
1.663084,0.7159456,4.727096
1.663146,-0.3533619,4.747887
1.663146,-2.383356,4.755959
1.66313,-2.614197,4.764132
1.663227,-1.888919,4.771667
1.663073,0.7250039,4.782162
1.662903,-1.888954,4.793373
1.662559,-1.218358,4.804941
1.662355,-3.978006,4.815639
1.662247,0.2551483,4.82686
1.662386,0.5438679,4.837851
1.662861,3.904355,4.848897
1.663555,5.030018,4.860981
1.664504,6.730656,4.87183
1.665521,6.260161,4.882388
1.667306,2.716548,4.901001
1.667306,2.904771,4.910384
1.667999,-4.309299,4.918204
1.668672,-2.360891,4.926634
1.669085,-0.3409785,4.938524
1.669531,0.3914835,4.949264
1.669908,-3.221068,4.960548
1.670502,-4.732688,4.971322
1.67113,0.3245274,4.982489
1.671786,1.922608,4.993312
1.672607,2.037391,5.004907
1.673329,2.112789,5.015919
1.674036,0.35082,5.027056
1.674615,0.4999173,5.037983
1.675964,-1.100169,5.059644
1.676551,-0.09944223,5.068139
1.676551,-4.181778,5.076002
1.677096,1.979554,5.084583
1.677494,0.9143431,5.093368
1.677913,1.368099,5.10434
1.678257,-1.714524,5.11678
1.678505,-3.662076,5.127174
1.678752,-2.375328,5.138268
1.678852,-2.261854,5.148868
1.678906,-1.957701,5.160295
1.678978,-1.283609,5.171868
1.678943,-1.601385,5.182732
1.67898,-1.101715,5.193672
1.678833,-0.08524635,5.212767
1.678833,-1.824699,5.221391
1.678687,0.09061255,5.229362
1.678633,-2.363627,5.237987
1.678524,0.2300708,5.249286
1.678447,-0.9378749,5.260195
1.678275,0.9052052,5.271307
1.6781,-0.7968877,5.282528
1.677916,-0.2888756,5.293389
1.677778,-0.867597,5.304477
1.677671,0.2614986,5.316256
1.677558,0.5797053,5.326694
1.677426,0.6021,5.338074
1.677321,0.004035753,5.349489
1.677057,0.02198483,5.368398
1.677057,-0.2911543,5.377267
1.676922,0.7184228,5.38569
1.676798,-0.8134507,5.393055
1.67678,-0.2156237,5.40482
1.676781,0.4004169,5.415285
1.676753,1.336688,5.426755
1.676713,1.108087,5.437575
1.67659,-0.1005158,5.448542
1.676533,-1.031869,5.45964
1.676493,-0.2159066,5.470988
1.676444,-0.01029219,5.482358
1.676491,0.651476,5.493153
1.676509,0.8505402,5.504143
1.676614,0.2658133,5.524079
1.676614,1.100798,5.532751
1.676609,-0.2276616,5.540561
1.676547,-0.2790766,5.548625
1.676445,-1.209483,5.559489
1.676326,-1.310613,5.570966
1.676118,-0.9170734,5.582296
1.675989,-0.9115695,5.593535
1.675892,0.1221105,5.604045
1.675808,0.2030424,5.615247
1.675705,0.8728215,5.626965
1.675567,0.2093978,5.637424
1.675404,-0.2846358,5.648298
1.675287,-0.6471192,5.660192
1.675265,-0.07908699,5.679646
1.675265,0.8576193,5.687574
1.675318,2.041702,5.696173
1.675294,2.208998,5.704046
1.675273,0.1919761,5.715083
1.675288,-0.4171441,5.726105
1.67535,-0.4482671,5.737806
1.675378,0.7408856,5.74916
1.675387,0.4553491,5.760325
1.67539,-0.0526978,5.771039
1.675329,-0.4861002,5.781991
1.675232,-0.746576,5.792902
1.675104,-0.8231268,5.804686
1.67504,-1.076883,5.81579
1.67507,0.01812186,5.833382
1.675128,1.30153,5.842284
1.675157,1.851813,5.850372
1.675124,0.9475579,5.859544
1.674946,-0.5746479,5.871463
1.674686,-2.149276,5.882
1.674412,-2.246521,5.893164
1.674191,-1.959357,5.904335
1.674084,-0.03661628,5.915137
1.674084,1.05706,5.926706
1.674094,2.143527,5.938819
1.674083,2.114767,5.948599
1.674029,0.7680537,5.959834
1.673924,-0.4749141,5.971339
1.673797,-0.5700056,5.989293
1.673787,-1.183206,5.997856
1.673802,0.6075547,6.006063
1.673827,1.136398,6.015728
1.673874,1.281835,6.026768
1.673949,0.474907,6.038129
1.674079,0.473037,6.049031
1.67427,0.7687654,6.059908
1.674433,1.072672,6.071645
1.67458,0.7451902,6.08271
1.674791,0.09998341,6.09378
1.674907,0.1403237,6.105002
1.675053,-0.4151262,6.116062
1.675182,0.04011529,6.127197
1.675358,-0.3821025,6.146358
1.675383,-0.07319009,6.157437
1.675383,-1.232899,6.165099
1.675425,-1.047796,6.174073
1.67544,-0.53571,6.181992
1.675576,-0.1634887,6.193045
1.675709,1.350111,6.204023
1.675919,0.6047376,6.214956
1.67617,1.519588,6.226404
1.676414,0.5136064,6.237685
1.676695,0.8520262,6.248651
1.676975,0.5279774,6.259504
1.677239,0.2121146,6.271797
1.677613,0.2734768,6.282495
1.678255,0.3030019,6.301034
1.678255,0.7766276,6.30896
1.678507,-0.9371236,6.317484
1.678494,0.1457547,6.326686
1.67843,-3.024422,6.337677
1.678355,-2.127293,6.3486
1.678458,-3.59812,6.359325
1.678712,0.9935961,6.370308
1.678992,2.678417,6.381748
1.679252,2.931728,6.392756
1.679465,1.179729,6.404076
1.679557,-0.4069916,6.414916
1.679629,-1.527125,6.426266
1.679715,-1.411926,6.437651
1.680025,-0.6041271,6.45711
1.680025,0.7937386,6.466325
1.680126,0.02195151,6.476078
1.680183,0.436122,6.484091
1.684443,-1.111239,6.492771
1.695946,0.696493,6.504056
1.707776,2.153277,6.515112
1.721023,1.920914,6.52588
1.732145,2.000414,6.537539
1.742633,-1.324419,6.548115
1.75359,-0.5179804,6.559249
1.762285,-0.8403548,6.571332
1.772039,-0.362134,6.581799
1.779207,-0.6228773,6.592947
1.787119,-0.6194304,6.611322
1.793213,-0.3433747,6.619697
1.800274,-1.529525,6.627266
1.804536,-0.9830585,6.637389
1.807039,0.5685965,6.648003
1.809641,-1.286086,6.659687
1.810406,-1.922669,6.670764
1.812705,-2.890967,6.681938
1.823037,-1.841867,6.692476
1.830191,-1.748753,6.703827
1.826285,-2.94874,6.71497
1.831503,-0.9725266,6.726123
1.828986,-1.281059,6.737332
1.825674,-0.4086855,6.748181
1.818699,-0.6992812,6.767837
1.807218,0.09319691,6.776105
1.806928,3.024514,6.784441
1.80188,2.605227,6.792813
1.796529,1.432909,6.803867
1.789625,0.1562473,6.815453
1.783406,2.620157,6.826231
1.775648,1.954492,6.837105
1.768231,2.508578,6.847879
1.761792,0.135454,6.859843
1.758104,0.6448691,6.87013
1.754377,-0.7899312,6.881587
1.752135,0.3271824,6.892628
1.747491,1.13021,6.904011
1.743765,1.098181,6.923006
1.734395,2.184466,6.93116
1.734539,0.2877568,6.939836
1.728176,0.1477939,6.948013
1.723584,-0.002211427,6.959188
1.719229,0.5995048,6.970869
1.715702,-0.1735241,6.981252
1.714415,0.109454,6.992514
1.711914,0.3712969,7.004033
1.709123,0.6082628,7.015004
1.706495,0.9340323,7.026836
1.703587,0.9359668,7.037685
1.699929,1.268316,7.048156
1.696333,0.05452484,7.059314
1.693705,-0.4415928,7.079999
1.693754,-2.368904,7.088358
1.693722,-3.034618,7.09655
1.697436,-3.698883,7.103878
1.69875,-1.475756,7.114727
1.700796,-0.7866533,7.12601
1.704804,-0.3832277,7.136551
1.708813,-1.145794,7.147749
1.715279,-0.4274268,7.159333
1.722188,0.2458543,7.174235
1.732244,1.174123,7.182985
1.744607,1.222706,7.1925
1.759243,0.5736634,7.204217
1.773254,1.309657,7.214643
1.78543,0.3454396,7.233948
1.810598,1.532007,7.243303
1.810669,-0.8790444,7.250746
1.821653,-0.1278869,7.25982
1.831853,-0.8856735,7.270182
1.843428,-0.8813006,7.281524
1.853873,-1.651261,7.292367
1.864557,-2.236207,7.304093
1.875338,-1.607402,7.314827
1.884862,-0.5615246,7.32566
1.896104,0.3972141,7.33707
1.906999,0.8437603,7.347792
1.916963,0.2619847,7.359583
1.927739,-0.001547965,7.370274
1.937791,-0.4643031,7.38962
1.957642,-1.014242,7.399055
1.957336,-0.2253594,7.407748
1.965069,-1.25,7.415623
1.971916,-0.323825,7.42548
1.978158,-0.9866582,7.437177
1.983778,0.9961112,7.447777
1.988719,0.8412384,7.459117
1.992963,1.07427,7.470507
1.997953,2.084033,7.480915
2.005313,2.101259,7.492205
2.011193,1.539218,7.503122
2.016717,0.9648511,7.514437
2.020123,0.960626,7.525856
2.021452,1.060884,7.544606
2.019277,1.438349,7.553071
2.019715,0.04645079,7.560856
2.014701,3.247193,7.57021
2.011329,1.736194,7.581455
2.006801,3.317914,7.592432
2.000622,-1.121812,7.603683
1.993928,-0.288752,7.61481
1.99112,-3.804291,7.62544
1.992342,-2.431525,7.636523
1.99775,-1.701468,7.647727
2.005915,-2.217896,7.658999
2.016881,-0.03188662,7.670609
2.038561,-0.2469132,7.681812
2.06682,0.9395044,7.702558
2.131699,0.07478761,7.711802
2.161981,-1.060278,7.720857
2.162005,-0.04730693,7.729547
2.183747,-1.075722,7.738597
2.204427,-1.700014,7.748409
2.219263,-1.220482,7.758964
2.232329,-0.182629,7.770359
2.241044,1.765243,7.78161
2.246416,1.720987,7.792631
2.251732,1.424594,7.803819
2.255317,-0.07078955,7.814623
2.255626,0.7945333,7.825963
2.252802,0.04832796,7.836952
2.254376,0.5882534,7.856177
2.254581,-0.1969817,7.864086
2.254823,-0.3036577,7.871475
2.258729,0.9510162,7.881006
2.25623,1.21823,7.892092
2.253532,1.33114,7.903189
2.253292,-0.985068,7.914829
2.252103,-2.095562,7.925493
2.251608,-1.142974,7.937376
2.249626,-0.8840549,7.947762
2.247241,-1.623166,7.958514
2.24189,-0.9099954,7.970763
2.238322,-1.300273,7.981288
2.230466,0.223029,7.992053
2.221295,-0.453316,8.01116
2.20429,-0.6824693,8.018634
2.204237,-0.2265694,8.02653
2.196437,-0.3252836,8.036875
2.187427,-1.301706,8.047529
2.176443,-0.1000535,8.058539
2.167018,0.506554,8.069645
2.153959,2.110161,8.080873
2.137913,0.4830331,8.092019
2.118842,-0.136872,8.103255
2.101332,-0.9158097,8.114035
2.07937,-1.826407,8.125303
2.057825,-1.15306,8.136413
2.036815,-0.5358337,8.148039
2.01054,0.3726136,8.166153
1.98677,0.5914896,8.174308
1.962294,1.572373,8.181949
1.944447,-0.240197,8.192491
1.930049,-0.1361573,8.203051
1.924759,-0.3127415,8.214145
1.924245,1.099819,8.225589
1.932394,0.5881706,8.236581
1.942831,-0.505912,8.247821
1.956842,-1.956436,8.258308
1.972852,-2.403988,8.269764
1.990786,-2.624612,8.280888
2.009733,-1.050346,8.292514
2.023209,0.7932732,8.303461
2.034275,0.8583525,8.321405
2.04162,0.8671055,8.329536
2.050533,0.6395901,8.337016
2.054231,-1.971727,8.347828
2.062082,-1.876405,8.358656
2.068498,-1.589072,8.369952
2.080922,1.347037,8.380828
2.094688,1.741048,8.392019
2.109934,-0.2184056,8.403291
2.124934,-1.930386,8.414195
2.141189,-2.672297,8.426076
2.152715,-2.21651,8.437428
2.164708,0.0322699,8.448359
2.17036,1.695794,8.460001
2.177653,1.338886,8.478442
2.184884,1.335137,8.487031
2.194484,1.74343,8.494442
2.204087,-2.395917,8.504357
2.212452,-2.965946,8.515129
2.21934,-1.090479,8.526278
2.222759,2.308087,8.53765
2.224669,3.76805,8.548278
2.223392,0.6311896,8.559312
2.222281,-0.05695666,8.57023
2.217034,-0.5609649,8.581683
2.208412,0.04732811,8.592594
2.199398,1.09014,8.603616
2.188236,1.763704,8.615122
2.177443,0.5560068,8.634803
2.148313,-0.4703654,8.643039
2.148102,0.8928096,8.650891
2.127734,-0.4169036,8.658545
2.104471,1.02354,8.670073
2.077863,0.7720881,8.680677
2.049016,1.913552,8.691818
2.0221,1.66468,8.703134
1.987935,0.622265,8.715552
1.956611,1.534607,8.725002
1.924286,0.1471297,8.736383
1.886199,0.07392165,8.748353
1.850559,0.272875,8.758615
1.81192,1.141702,8.770298
1.773094,1.067315,8.789704
1.699221,-0.04104951,8.798174
1.699482,-0.6994776,8.807099
1.699612,0.8178879,8.814783
1.699814,0.1739481,8.825555
1.700043,1.68232,8.836119
1.700341,-0.8600404,8.847204
1.700776,1.190209,8.858699
1.701209,1.243614,8.869145
1.701579,1.422224,8.88064
1.701936,0.6581614,8.891562
1.7023,-0.7045344,8.903172
1.702667,-0.4013085,8.913909
1.703123,-0.3431613,8.925192
1.704759,0.6181759,8.943749
1.704759,4.377992,8.952016
1.705814,1.781706,8.960058
1.706798,8.479466,8.970085
1.707756,5.051449,8.980567
1.708793,4.537375,8.991504
1.709774,-2.475007,9.003092
1.710706,-3.014936,9.013938
1.711502,-1.412669,9.024672
1.712232,-2.206002,9.036197
1.71293,-1.93432,9.047462
1.713639,-1.864475,9.058072
1.714192,-0.8620135,9.070225
1.714671,-1.45095,9.081141
1.715408,-1.089844,9.100558
1.715408,-2.716197,9.108849
1.715648,-5.113897,9.116068
1.715791,-1.125401,9.125345
1.7158,-1.955227,9.135911
1.715644,-1.275487,9.147055
1.715426,-3.921535,9.158225
1.715107,-3.439563,9.169666
1.714781,-2.726981,9.180496
1.714417,-1.233605,9.191605
1.714056,-1.179865,9.203448
1.713703,-0.384941,9.213647
1.713412,-0.1226519,9.224885
1.713086,0.450725,9.236128
1.712214,0.182626,9.255145
1.712214,-0.4650207,9.263118
1.711671,0.3384197,9.270459
1.71113,-4.065318,9.2801
1.71049,-3.475956,9.291612
1.709673,-3.707216,9.302506
1.708938,-0.2516016,9.313723
1.708132,0.5588064,9.324805
1.70727,-0.4727285,9.33656
1.706356,-0.5927492,9.347829
1.705331,-0.9767449,9.358464
1.704193,-1.700784,9.369648
1.702829,-2.678648,9.380582
1.701354,-3.878337,9.391963
1.697583,-2.354189,9.410631
1.697583,-6.787934,9.418005
1.69544,2.15254,9.425288
1.692871,-13.98525,9.436428
1.689901,-17.71598,9.447472
1.686611,-14.88665,9.458244
1.682575,-0.6246448,9.469742
1.678125,-1.956758,9.480999
1.672656,-11.48386,9.491479
1.666081,-16.10064,9.503154
1.658655,-24.02136,9.513676
1.650163,-22.07826,9.524956
1.641457,-28.3337,9.536296
1.632157,-12.537,9.547805
1.612746,-9.884224,9.566426
1.612746,-1.882269,9.57505
1.602529,32.033,9.582488
1.591874,-39.25332,9.591779
1.580745,-56.76184,9.602511
1.568337,-60.14541,9.613557
1.555776,2.533266,9.624831
1.54229,26.71279,9.63589
1.528264,0.1620086,9.646718
1.514004,-9.938525,9.658007
1.499515,-15.9272,9.669301
1.484303,-7.976089,9.680264
1.468939,-6.965925,9.691522
1.453036,-7.465256,9.702843
1.420469,-6.941361,9.721428
1.420469,-10.38925,9.72943
1.403615,69.39438,9.736928
1.386787,-70.07263,9.746824
1.369751,-74.68529,9.75773
1.352779,-74.66499,9.768983
1.335872,50.08739,9.779959
1.319058,65.86335,9.791225
1.302481,17.16096,9.802271
1.286178,7.413396,9.81373
1.270136,2.458901,9.824448
1.254388,11.10683,9.836342
1.239118,0.1681388,9.847158
1.224344,17.80066,9.85796
1.197397,1.755192,9.877277
1.197397,25.94734,9.88484
1.184644,77.11544,9.89263
1.172657,-31.72956,9.902726
1.160918,-25.08523,9.913311
1.149494,-42.59588,9.924569
1.138612,55.03434,9.935598
1.128575,52.75182,9.946446
1.11922,20.96309,9.95849
1.110313,19.05205,9.969881
1.102345,21.18832,9.980591
1.095006,18.45605,9.992
1.088299,15.87749,10.00315
1.082697,14.1378,10.01388
1.075153,10.38799,10.03288
1.075153,33.24434,10.04099
1.072837,57.14822,10.04844
1.072469,22.6333,10.05799
1.07256,33.16756,10.06904
1.074557,15.27774,10.08029
1.077099,42.32661,10.09131
1.081065,24.58093,10.10252
1.085523,32.04501,10.11344
1.090767,19.74876,10.12444
1.095912,21.31685,10.13636
1.101774,10.31977,10.14683
1.108166,8.407204,10.158
1.114579,11.39271,10.16946
1.127606,5.485705,10.18882
1.127606,9.137594,10.19769
1.134004,-38.1679,10.20494
1.140368,17.69443,10.21326
1.146476,27.51963,10.22433
1.152355,35.80096,10.2355
1.157712,-17.23074,10.24653
1.162792,-34.54044,10.25805
1.167553,-22.74119,10.27006
1.171862,-11.52355,10.28031
1.175966,-11.37172,10.2909
